"Notes","State","State Code","Year","Year Code","OE Gestational Age 10","OE Gestational Age 10 Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births,Average Birth Weight
,"Minnesota","27","2023","2023","36 weeks","05","2500 - 2999 grams","06",1009,2751.91
,"Minnesota","27","2023","2023","36 weeks","05","3000 - 3499 grams","07",581,3196.41
,"Minnesota","27","2023","2023","36 weeks","05","3500 - 3999 grams","08",131,3688.90
,"Minnesota","27","2023","2023","36 weeks","05","4000 - 4499 grams","09",16,4227.06
,"Minnesota","27","2023","2023","37 - 39 weeks","06","1000 - 1499 grams","03",12,1259.25
,"Minnesota","27","2023","2023","37 - 39 weeks","06","1500 - 1999 grams","04",76,1861.89
,"Minnesota","27","2023","2023","37 - 39 weeks","06","2000 - 2499 grams","05",1138,2344.93
,"Minnesota","27","2023","2023","37 - 39 weeks","06","2500 - 2999 grams","06",7658,2806.66
,"Minnesota","27","2023","2023","37 - 39 weeks","06","3000 - 3499 grams","07",16984,3253.65
,"Minnesota","27","2023","2023","37 - 39 weeks","06","3500 - 3999 grams","08",10971,3709.70
,"Minnesota","27","2023","2023","37 - 39 weeks","06","4000 - 4499 grams","09",2545,4179.61
,"Minnesota","27","2023","2023","37 - 39 weeks","06","4500 - 4999 grams","10",324,4659.39
,"Minnesota","27","2023","2023","37 - 39 weeks","06","5000 - 8165 grams","11",43,5285.44
,"Minnesota","27","2023","2023","37 - 39 weeks","06","Unknown or Not Stated","12",22,Not Applicable
,"Minnesota","27","2023","2023","40 weeks","07","2000 - 2499 grams","05",27,2344.07
,"Minnesota","27","2023","2023","40 weeks","07","2500 - 2999 grams","06",778,2848.30
,"Minnesota","27","2023","2023","40 weeks","07","3000 - 3499 grams","07",4313,3286.10
,"Minnesota","27","2023","2023","40 weeks","07","3500 - 3999 grams","08",4656,3722.11
,"Minnesota","27","2023","2023","40 weeks","07","4000 - 4499 grams","09",1488,4185.48
,"Minnesota","27","2023","2023","40 weeks","07","4500 - 4999 grams","10",175,4667.71
,"Minnesota","27","2023","2023","40 weeks","07","5000 - 8165 grams","11",10,5482.50
,"Minnesota","27","2023","2023","40 weeks","07","Unknown or Not Stated","12",15,Not Applicable
,"Minnesota","27","2023","2023","41 weeks","08","2500 - 2999 grams","06",191,2864.52
,"Minnesota","27","2023","2023","41 weeks","08","3000 - 3499 grams","07",1300,3302.24
,"Minnesota","27","2023","2023","41 weeks","08","3500 - 3999 grams","08",1881,3734.22
,"Minnesota","27","2023","2023","41 weeks","08","4000 - 4499 grams","09",766,4198.05
,"Minnesota","27","2023","2023","41 weeks","08","4500 - 4999 grams","10",130,4653.06
,"Minnesota","27","2023","2023","41 weeks","08","5000 - 8165 grams","11",14,5150.29
,"Minnesota","27","2023","2023","42 weeks or more","09","2500 - 2999 grams","06",12,2880.67
,"Minnesota","27","2023","2023","42 weeks or more","09","3000 - 3499 grams","07",76,3289.04
,"Minnesota","27","2023","2023","42 weeks or more","09","3500 - 3999 grams","08",118,3735.11
,"Minnesota","27","2023","2023","42 weeks or more","09","4000 - 4499 grams","09",77,4214.74
,"Minnesota","27","2023","2023","42 weeks or more","09","4500 - 4999 grams","10",13,4651.69
,"Minnesota","27","2023","2023","Unknown or Not Stated","10","3000 - 3499 grams","07",17,3251.24
,"Minnesota","27","2023","2023","Unknown or Not Stated","10","Unknown or Not Stated","12",11,Not Applicable
,"Mississippi","28","2014","2014","20 - 27 weeks","02","499 grams or less","01",64,404.53
,"Mississippi","28","2014","2014","20 - 27 weeks","02","500 - 999 grams","02",258,727.77
,"Mississippi","28","2014","2014","20 - 27 weeks","02","1000 - 1499 grams","03",44,1135.64
,"Mississippi","28","2014","2014","28 - 31 weeks","03","500 - 999 grams","02",61,843.46
,"Mississippi","28","2014","2014","28 - 31 weeks","03","1000 - 1499 grams","03",269,1268.99
,"Mississippi","28","2014","2014","28 - 31 weeks","03","1500 - 1999 grams","04",173,1669.21
,"Mississippi","28","2014","2014","28 - 31 weeks","03","2000 - 2499 grams","05",10,2234.80
,"Mississippi","28","2014","2014","32 - 35 weeks","04","1000 - 1499 grams","03",83,1336.73
,"Mississippi","28","2014","2014","32 - 35 weeks","04","1500 - 1999 grams","04",534,1797.20
,"Mississippi","28","2014","2014","32 - 35 weeks","04","2000 - 2499 grams","05",897,2244.27
,"Mississippi","28","2014","2014","32 - 35 weeks","04","2500 - 2999 grams","06",476,2709.45
,"Mississippi","28","2014","2014","32 - 35 weeks","04","3000 - 3499 grams","07",115,3172.07
,"Mississippi","28","2014","2014","32 - 35 weeks","04","3500 - 3999 grams","08",27,3731.74
,"Mississippi","28","2014","2014","36 weeks","05","1500 - 1999 grams","04",76,1871.86
,"Mississippi","28","2014","2014","36 weeks","05","2000 - 2499 grams","05",523,2291.85
,"Mississippi","28","2014","2014","36 weeks","05","2500 - 2999 grams","06",803,2748.11
,"Mississippi","28","2014","2014","36 weeks","05","3000 - 3499 grams","07",416,3184.81
,"Mississippi","28","2014","2014","36 weeks","05","3500 - 3999 grams","08",94,3689.27
,"Mississippi","28","2014","2014","36 weeks","05","4000 - 4499 grams","09",15,4185.07
,"Mississippi","28","2014","2014","37 - 39 weeks","06","1500 - 1999 grams","04",85,1869.89
,"Mississippi","28","2014","2014","37 - 39 weeks","06","2000 - 2499 grams","05",1226,2351.22
,"Mississippi","28","2014","2014","37 - 39 weeks","06","2500 - 2999 grams","06",6861,2798.27
,"Mississippi","28","2014","2014","37 - 39 weeks","06","3000 - 3499 grams","07",11983,3241.34
,"Mississippi","28","2014","2014","37 - 39 weeks","06","3500 - 3999 grams","08",6126,3703.65
,"Mississippi","28","2014","2014","37 - 39 weeks","06","4000 - 4499 grams","09",1230,4188.07
,"Mississippi","28","2014","2014","37 - 39 weeks","06","4500 - 4999 grams","10",188,4669.00
,"Mississippi","28","2014","2014","37 - 39 weeks","06","5000 - 8165 grams","11",32,5295.41
,"Mississippi","28","2014","2014","40 weeks","07","2000 - 2499 grams","05",29,2393.86
,"Mississippi","28","2014","2014","40 weeks","07","2500 - 2999 grams","06",621,2820.65
,"Mississippi","28","2014","2014","40 weeks","07","3000 - 3499 grams","07",2251,3261.71
,"Mississippi","28","2014","2014","40 weeks","07","3500 - 3999 grams","08",1719,3711.94
,"Mississippi","28","2014","2014","40 weeks","07","4000 - 4499 grams","09",421,4179.00
,"Mississippi","28","2014","2014","40 weeks","07","4500 - 4999 grams","10",44,4670.27
,"Mississippi","28","2014","2014","41 weeks","08","2500 - 2999 grams","06",61,2843.54
,"Mississippi","28","2014","2014","41 weeks","08","3000 - 3499 grams","07",298,3285.22
,"Mississippi","28","2014","2014","41 weeks","08","3500 - 3999 grams","08",347,3731.81
,"Mississippi","28","2014","2014","41 weeks","08","4000 - 4499 grams","09",106,4200.48
,"Mississippi","28","2014","2014","41 weeks","08","4500 - 4999 grams","10",22,4687.59
,"Mississippi","28","2014","2014","42 weeks or more","09","3000 - 3499 grams","07",23,3245.39
,"Mississippi","28","2014","2014","42 weeks or more","09","3500 - 3999 grams","08",21,3766.81
,"Mississippi","28","2015","2015","20 - 27 weeks","02","499 grams or less","01",63,409.03
,"Mississippi","28","2015","2015","20 - 27 weeks","02","500 - 999 grams","02",266,724.43
,"Mississippi","28","2015","2015","20 - 27 weeks","02","1000 - 1499 grams","03",51,1129.02
,"Mississippi","28","2015","2015","28 - 31 weeks","03","500 - 999 grams","02",62,861.23
,"Mississippi","28","2015","2015","28 - 31 weeks","03","1000 - 1499 grams","03",261,1265.45
,"Mississippi","28","2015","2015","28 - 31 weeks","03","1500 - 1999 grams","04",142,1687.20
,"Mississippi","28","2015","2015","28 - 31 weeks","03","2000 - 2499 grams","05",10,2143.10
,"Mississippi","28","2015","2015","32 - 35 weeks","04","1000 - 1499 grams","03",94,1325.93
,"Mississippi","28","2015","2015","32 - 35 weeks","04","1500 - 1999 grams","04",559,1783.19
,"Mississippi","28","2015","2015","32 - 35 weeks","04","2000 - 2499 grams","05",927,2250.08
,"Mississippi","28","2015","2015","32 - 35 weeks","04","2500 - 2999 grams","06",497,2708.11
,"Mississippi","28","2015","2015","32 - 35 weeks","04","3000 - 3499 grams","07",114,3162.25
,"Mississippi","28","2015","2015","32 - 35 weeks","04","3500 - 3999 grams","08",26,3685.27
,"Mississippi","28","2015","2015","36 weeks","05","1500 - 1999 grams","04",71,1846.58
,"Mississippi","28","2015","2015","36 weeks","05","2000 - 2499 grams","05",530,2306.30
,"Mississippi","28","2015","2015","36 weeks","05","2500 - 2999 grams","06",807,2743.42
,"Mississippi","28","2015","2015","36 weeks","05","3000 - 3499 grams","07",367,3185.60
,"Mississippi","28","2015","2015","36 weeks","05","3500 - 3999 grams","08",88,3700.38
,"Mississippi","28","2015","2015","36 weeks","05","4000 - 4499 grams","09",17,4248.35
,"Mississippi","28","2015","2015","37 - 39 weeks","06","1500 - 1999 grams","04",85,1860.40
,"Mississippi","28","2015","2015","37 - 39 weeks","06","2000 - 2499 grams","05",1200,2346.88
,"Mississippi","28","2015","2015","37 - 39 weeks","06","2500 - 2999 grams","06",6686,2797.53
,"Mississippi","28","2015","2015","37 - 39 weeks","06","3000 - 3499 grams","07",12105,3242.24
,"Mississippi","28","2015","2015","37 - 39 weeks","06","3500 - 3999 grams","08",6234,3708.60
,"Mississippi","28","2015","2015","37 - 39 weeks","06","4000 - 4499 grams","09",1235,4177.23
,"Mississippi","28","2015","2015","37 - 39 weeks","06","4500 - 4999 grams","10",176,4690.04
,"Mississippi","28","2015","2015","37 - 39 weeks","06","5000 - 8165 grams","11",30,5234.27
,"Mississippi","28","2015","2015","40 weeks","07","2000 - 2499 grams","05",39,2366.95
,"Mississippi","28","2015","2015","40 weeks","07","2500 - 2999 grams","06",605,2837.80
,"Mississippi","28","2015","2015","40 weeks","07","3000 - 3499 grams","07",2102,3266.98
,"Mississippi","28","2015","2015","40 weeks","07","3500 - 3999 grams","08",1605,3712.07
,"Mississippi","28","2015","2015","40 weeks","07","4000 - 4499 grams","09",389,4188.02
,"Mississippi","28","2015","2015","40 weeks","07","4500 - 4999 grams","10",56,4688.86
,"Mississippi","28","2015","2015","41 weeks","08","2500 - 2999 grams","06",61,2843.70
,"Mississippi","28","2015","2015","41 weeks","08","3000 - 3499 grams","07",278,3282.98
,"Mississippi","28","2015","2015","41 weeks","08","3500 - 3999 grams","08",300,3732.27
,"Mississippi","28","2015","2015","41 weeks","08","4000 - 4499 grams","09",90,4168.41
,"Mississippi","28","2015","2015","41 weeks","08","4500 - 4999 grams","10",13,4694.00
,"Mississippi","28","2015","2015","42 weeks or more","09","3000 - 3499 grams","07",14,3163.57
,"Mississippi","28","2015","2015","42 weeks or more","09","3500 - 3999 grams","08",34,3697.06
,"Mississippi","28","2016","2016","20 - 27 weeks","02","499 grams or less","01",66,417.79
,"Mississippi","28","2016","2016","20 - 27 weeks","02","500 - 999 grams","02",254,734.19
,"Mississippi","28","2016","2016","20 - 27 weeks","02","1000 - 1499 grams","03",42,1107.50
,"Mississippi","28","2016","2016","28 - 31 weeks","03","500 - 999 grams","02",74,876.49
,"Mississippi","28","2016","2016","28 - 31 weeks","03","1000 - 1499 grams","03",256,1266.09
,"Mississippi","28","2016","2016","28 - 31 weeks","03","1500 - 1999 grams","04",159,1687.03
,"Mississippi","28","2016","2016","28 - 31 weeks","03","2000 - 2499 grams","05",13,2178.31
,"Mississippi","28","2016","2016","32 - 35 weeks","04","1000 - 1499 grams","03",99,1348.42
,"Mississippi","28","2016","2016","32 - 35 weeks","04","1500 - 1999 grams","04",562,1798.19
,"Mississippi","28","2016","2016","32 - 35 weeks","04","2000 - 2499 grams","05",899,2249.87
,"Mississippi","28","2016","2016","32 - 35 weeks","04","2500 - 2999 grams","06",516,2709.63
,"Mississippi","28","2016","2016","32 - 35 weeks","04","3000 - 3499 grams","07",142,3190.40
,"Mississippi","28","2016","2016","32 - 35 weeks","04","3500 - 3999 grams","08",31,3687.94
,"Mississippi","28","2016","2016","36 weeks","05","1500 - 1999 grams","04",72,1835.90
,"Mississippi","28","2016","2016","36 weeks","05","2000 - 2499 grams","05",550,2313.81
,"Mississippi","28","2016","2016","36 weeks","05","2500 - 2999 grams","06",882,2738.96
,"Mississippi","28","2016","2016","36 weeks","05","3000 - 3499 grams","07",398,3189.39
,"Mississippi","28","2016","2016","36 weeks","05","3500 - 3999 grams","08",93,3655.67
,"Mississippi","28","2016","2016","36 weeks","05","4000 - 4499 grams","09",22,4139.77
,"Mississippi","28","2016","2016","37 - 39 weeks","06","1500 - 1999 grams","04",55,1835.69
,"Mississippi","28","2016","2016","37 - 39 weeks","06","2000 - 2499 grams","05",1189,2343.74
,"Mississippi","28","2016","2016","37 - 39 weeks","06","2500 - 2999 grams","06",6711,2798.56
,"Mississippi","28","2016","2016","37 - 39 weeks","06","3000 - 3499 grams","07",11824,3243.10
,"Mississippi","28","2016","2016","37 - 39 weeks","06","3500 - 3999 grams","08",6214,3705.57
,"Mississippi","28","2016","2016","37 - 39 weeks","06","4000 - 4499 grams","09",1266,4177.82
,"Mississippi","28","2016","2016","37 - 39 weeks","06","4500 - 4999 grams","10",166,4669.11
,"Mississippi","28","2016","2016","37 - 39 weeks","06","5000 - 8165 grams","11",20,5216.40
,"Mississippi","28","2016","2016","40 weeks","07","2000 - 2499 grams","05",36,2356.28
,"Mississippi","28","2016","2016","40 weeks","07","2500 - 2999 grams","06",538,2834.95
,"Mississippi","28","2016","2016","40 weeks","07","3000 - 3499 grams","07",1997,3262.50
,"Mississippi","28","2016","2016","40 weeks","07","3500 - 3999 grams","08",1599,3721.46
,"Mississippi","28","2016","2016","40 weeks","07","4000 - 4499 grams","09",362,4173.55
,"Mississippi","28","2016","2016","40 weeks","07","4500 - 4999 grams","10",43,4655.19
,"Mississippi","28","2016","2016","41 weeks","08","2500 - 2999 grams","06",47,2852.57
,"Mississippi","28","2016","2016","41 weeks","08","3000 - 3499 grams","07",225,3280.73
,"Mississippi","28","2016","2016","41 weeks","08","3500 - 3999 grams","08",272,3720.95
,"Mississippi","28","2016","2016","41 weeks","08","4000 - 4499 grams","09",81,4200.52
,"Mississippi","28","2016","2016","41 weeks","08","4500 - 4999 grams","10",13,4754.08
,"Mississippi","28","2016","2016","42 weeks or more","09","3000 - 3499 grams","07",19,3264.05
,"Mississippi","28","2016","2016","42 weeks or more","09","3500 - 3999 grams","08",22,3715.86
,"Mississippi","28","2016","2016","42 weeks or more","09","4000 - 4499 grams","09",15,4230.60
,"Mississippi","28","2017","2017","20 - 27 weeks","02","499 grams or less","01",62,406.06
,"Mississippi","28","2017","2017","20 - 27 weeks","02","500 - 999 grams","02",262,731.42
,"Mississippi","28","2017","2017","20 - 27 weeks","02","1000 - 1499 grams","03",42,1137.45
,"Mississippi","28","2017","2017","28 - 31 weeks","03","500 - 999 grams","02",62,839.84
,"Mississippi","28","2017","2017","28 - 31 weeks","03","1000 - 1499 grams","03",255,1264.78
,"Mississippi","28","2017","2017","28 - 31 weeks","03","1500 - 1999 grams","04",142,1691.20
,"Mississippi","28","2017","2017","28 - 31 weeks","03","2000 - 2499 grams","05",20,2141.75
,"Mississippi","28","2017","2017","32 - 35 weeks","04","1000 - 1499 grams","03",82,1319.76
,"Mississippi","28","2017","2017","32 - 35 weeks","04","1500 - 1999 grams","04",537,1790.02
,"Mississippi","28","2017","2017","32 - 35 weeks","04","2000 - 2499 grams","05",918,2247.33
,"Mississippi","28","2017","2017","32 - 35 weeks","04","2500 - 2999 grams","06",487,2705.29
,"Mississippi","28","2017","2017","32 - 35 weeks","04","3000 - 3499 grams","07",136,3173.41
,"Mississippi","28","2017","2017","32 - 35 weeks","04","3500 - 3999 grams","08",25,3741.56
,"Mississippi","28","2017","2017","36 weeks","05","1500 - 1999 grams","04",65,1840.92
,"Mississippi","28","2017","2017","36 weeks","05","2000 - 2499 grams","05",544,2295.79
,"Mississippi","28","2017","2017","36 weeks","05","2500 - 2999 grams","06",864,2745.74
,"Mississippi","28","2017","2017","36 weeks","05","3000 - 3499 grams","07",399,3188.38
,"Mississippi","28","2017","2017","36 weeks","05","3500 - 3999 grams","08",86,3694.03
,"Mississippi","28","2017","2017","36 weeks","05","4000 - 4499 grams","09",24,4198.21
,"Mississippi","28","2017","2017","37 - 39 weeks","06","1500 - 1999 grams","04",58,1853.57
,"Mississippi","28","2017","2017","37 - 39 weeks","06","2000 - 2499 grams","05",1213,2348.20
,"Mississippi","28","2017","2017","37 - 39 weeks","06","2500 - 2999 grams","06",6498,2799.10
,"Mississippi","28","2017","2017","37 - 39 weeks","06","3000 - 3499 grams","07",11762,3242.01
,"Mississippi","28","2017","2017","37 - 39 weeks","06","3500 - 3999 grams","08",6130,3704.76
,"Mississippi","28","2017","2017","37 - 39 weeks","06","4000 - 4499 grams","09",1207,4184.84
,"Mississippi","28","2017","2017","37 - 39 weeks","06","4500 - 4999 grams","10",159,4660.97
,"Mississippi","28","2017","2017","37 - 39 weeks","06","5000 - 8165 grams","11",22,5209.27
,"Mississippi","28","2017","2017","40 weeks","07","2000 - 2499 grams","05",46,2402.83
,"Mississippi","28","2017","2017","40 weeks","07","2500 - 2999 grams","06",601,2827.93
,"Mississippi","28","2017","2017","40 weeks","07","3000 - 3499 grams","07",1933,3259.09
,"Mississippi","28","2017","2017","40 weeks","07","3500 - 3999 grams","08",1544,3710.52
,"Mississippi","28","2017","2017","40 weeks","07","4000 - 4499 grams","09",367,4170.91
,"Mississippi","28","2017","2017","40 weeks","07","4500 - 4999 grams","10",42,4631.71
,"Mississippi","28","2017","2017","41 weeks","08","2500 - 2999 grams","06",37,2831.57
,"Mississippi","28","2017","2017","41 weeks","08","3000 - 3499 grams","07",244,3279.92
,"Mississippi","28","2017","2017","41 weeks","08","3500 - 3999 grams","08",259,3731.64
,"Mississippi","28","2017","2017","41 weeks","08","4000 - 4499 grams","09",87,4213.43
,"Mississippi","28","2017","2017","41 weeks","08","4500 - 4999 grams","10",12,4701.00
,"Mississippi","28","2017","2017","42 weeks or more","09","3500 - 3999 grams","08",20,3718.55
,"Mississippi","28","2017","2017","42 weeks or more","09","4000 - 4499 grams","09",10,4271.30
,"Mississippi","28","2018","2018","20 - 27 weeks","02","499 grams or less","01",69,407.65
,"Mississippi","28","2018","2018","20 - 27 weeks","02","500 - 999 grams","02",241,725.35
,"Mississippi","28","2018","2018","20 - 27 weeks","02","1000 - 1499 grams","03",42,1093.50
,"Mississippi","28","2018","2018","28 - 31 weeks","03","500 - 999 grams","02",68,865.07
,"Mississippi","28","2018","2018","28 - 31 weeks","03","1000 - 1499 grams","03",267,1260.37
,"Mississippi","28","2018","2018","28 - 31 weeks","03","1500 - 1999 grams","04",157,1680.34
,"Mississippi","28","2018","2018","28 - 31 weeks","03","2000 - 2499 grams","05",22,2200.82
,"Mississippi","28","2018","2018","32 - 35 weeks","04","1000 - 1499 grams","03",92,1345.40
,"Mississippi","28","2018","2018","32 - 35 weeks","04","1500 - 1999 grams","04",601,1796.95
,"Mississippi","28","2018","2018","32 - 35 weeks","04","2000 - 2499 grams","05",1012,2245.93
,"Mississippi","28","2018","2018","32 - 35 weeks","04","2500 - 2999 grams","06",512,2701.85
,"Mississippi","28","2018","2018","32 - 35 weeks","04","3000 - 3499 grams","07",145,3174.18
,"Mississippi","28","2018","2018","32 - 35 weeks","04","3500 - 3999 grams","08",20,3758.35
,"Mississippi","28","2018","2018","36 weeks","05","1500 - 1999 grams","04",60,1840.03
,"Mississippi","28","2018","2018","36 weeks","05","2000 - 2499 grams","05",529,2307.67
,"Mississippi","28","2018","2018","36 weeks","05","2500 - 2999 grams","06",853,2739.66
,"Mississippi","28","2018","2018","36 weeks","05","3000 - 3499 grams","07",419,3190.84
,"Mississippi","28","2018","2018","36 weeks","05","3500 - 3999 grams","08",102,3686.25
,"Mississippi","28","2018","2018","36 weeks","05","4000 - 4499 grams","09",18,4195.56
,"Mississippi","28","2018","2018","37 - 39 weeks","06","1500 - 1999 grams","04",70,1834.84
,"Mississippi","28","2018","2018","37 - 39 weeks","06","2000 - 2499 grams","05",1199,2341.01
,"Mississippi","28","2018","2018","37 - 39 weeks","06","2500 - 2999 grams","06",6336,2798.25
,"Mississippi","28","2018","2018","37 - 39 weeks","06","3000 - 3499 grams","07",11718,3241.42
,"Mississippi","28","2018","2018","37 - 39 weeks","06","3500 - 3999 grams","08",5978,3703.95
,"Mississippi","28","2018","2018","37 - 39 weeks","06","4000 - 4499 grams","09",1215,4179.40
,"Mississippi","28","2018","2018","37 - 39 weeks","06","4500 - 4999 grams","10",185,4655.37
,"Mississippi","28","2018","2018","37 - 39 weeks","06","5000 - 8165 grams","11",33,5203.12
,"Mississippi","28","2018","2018","37 - 39 weeks","06","Unknown or Not Stated","12",10,Not Applicable
,"Mississippi","28","2018","2018","40 weeks","07","2000 - 2499 grams","05",26,2366.35
,"Mississippi","28","2018","2018","40 weeks","07","2500 - 2999 grams","06",537,2836.05
,"Mississippi","28","2018","2018","40 weeks","07","3000 - 3499 grams","07",1907,3270.02
,"Mississippi","28","2018","2018","40 weeks","07","3500 - 3999 grams","08",1457,3717.98
,"Mississippi","28","2018","2018","40 weeks","07","4000 - 4499 grams","09",345,4173.20
,"Mississippi","28","2018","2018","40 weeks","07","4500 - 4999 grams","10",42,4676.43
,"Mississippi","28","2018","2018","41 weeks","08","2500 - 2999 grams","06",39,2851.18
,"Mississippi","28","2018","2018","41 weeks","08","3000 - 3499 grams","07",207,3272.20
,"Mississippi","28","2018","2018","41 weeks","08","3500 - 3999 grams","08",249,3725.24
,"Mississippi","28","2018","2018","41 weeks","08","4000 - 4499 grams","09",67,4191.91
,"Mississippi","28","2018","2018","41 weeks","08","4500 - 4999 grams","10",18,4671.56
,"Mississippi","28","2018","2018","42 weeks or more","09","3000 - 3499 grams","07",15,3251.40
,"Mississippi","28","2018","2018","42 weeks or more","09","3500 - 3999 grams","08",17,3740.12
,"Mississippi","28","2018","2018","42 weeks or more","09","4000 - 4499 grams","09",12,4274.67
,"Mississippi","28","2019","2019","20 - 27 weeks","02","499 grams or less","01",67,404.28
,"Mississippi","28","2019","2019","20 - 27 weeks","02","500 - 999 grams","02",259,736.60
,"Mississippi","28","2019","2019","20 - 27 weeks","02","1000 - 1499 grams","03",50,1103.40
,"Mississippi","28","2019","2019","28 - 31 weeks","03","500 - 999 grams","02",53,873.70
,"Mississippi","28","2019","2019","28 - 31 weeks","03","1000 - 1499 grams","03",285,1262.46
,"Mississippi","28","2019","2019","28 - 31 weeks","03","1500 - 1999 grams","04",160,1679.70
,"Mississippi","28","2019","2019","28 - 31 weeks","03","2000 - 2499 grams","05",17,2128.35
,"Mississippi","28","2019","2019","32 - 35 weeks","04","1000 - 1499 grams","03",93,1335.62
,"Mississippi","28","2019","2019","32 - 35 weeks","04","1500 - 1999 grams","04",563,1795.18
,"Mississippi","28","2019","2019","32 - 35 weeks","04","2000 - 2499 grams","05",969,2252.36
,"Mississippi","28","2019","2019","32 - 35 weeks","04","2500 - 2999 grams","06",520,2691.66
,"Mississippi","28","2019","2019","32 - 35 weeks","04","3000 - 3499 grams","07",148,3184.22
,"Mississippi","28","2019","2019","32 - 35 weeks","04","3500 - 3999 grams","08",27,3692.70
,"Mississippi","28","2019","2019","36 weeks","05","1500 - 1999 grams","04",60,1843.55
,"Mississippi","28","2019","2019","36 weeks","05","2000 - 2499 grams","05",536,2307.45
,"Mississippi","28","2019","2019","36 weeks","05","2500 - 2999 grams","06",875,2745.18
,"Mississippi","28","2019","2019","36 weeks","05","3000 - 3499 grams","07",466,3191.50
,"Mississippi","28","2019","2019","36 weeks","05","3500 - 3999 grams","08",121,3695.51
,"Mississippi","28","2019","2019","36 weeks","05","4000 - 4499 grams","09",19,4219.37
,"Mississippi","28","2019","2019","37 - 39 weeks","06","1500 - 1999 grams","04",91,1849.97
,"Mississippi","28","2019","2019","37 - 39 weeks","06","2000 - 2499 grams","05",1246,2341.90
,"Mississippi","28","2019","2019","37 - 39 weeks","06","2500 - 2999 grams","06",6416,2798.50
,"Mississippi","28","2019","2019","37 - 39 weeks","06","3000 - 3499 grams","07",11846,3240.20
,"Mississippi","28","2019","2019","37 - 39 weeks","06","3500 - 3999 grams","08",5917,3702.02
,"Mississippi","28","2019","2019","37 - 39 weeks","06","4000 - 4499 grams","09",1226,4188.81
,"Mississippi","28","2019","2019","37 - 39 weeks","06","4500 - 4999 grams","10",186,4665.27
,"Mississippi","28","2019","2019","37 - 39 weeks","06","5000 - 8165 grams","11",24,5164.04
,"Mississippi","28","2019","2019","37 - 39 weeks","06","Unknown or Not Stated","12",24,Not Applicable
,"Mississippi","28","2019","2019","40 weeks","07","2000 - 2499 grams","05",30,2370.60
,"Mississippi","28","2019","2019","40 weeks","07","2500 - 2999 grams","06",463,2844.06
,"Mississippi","28","2019","2019","40 weeks","07","3000 - 3499 grams","07",1663,3270.34
,"Mississippi","28","2019","2019","40 weeks","07","3500 - 3999 grams","08",1251,3709.48
,"Mississippi","28","2019","2019","40 weeks","07","4000 - 4499 grams","09",305,4173.58
,"Mississippi","28","2019","2019","40 weeks","07","4500 - 4999 grams","10",36,4655.00
,"Mississippi","28","2019","2019","41 weeks","08","2500 - 2999 grams","06",30,2847.43
,"Mississippi","28","2019","2019","41 weeks","08","3000 - 3499 grams","07",204,3270.28
,"Mississippi","28","2019","2019","41 weeks","08","3500 - 3999 grams","08",182,3751.40
,"Mississippi","28","2019","2019","41 weeks","08","4000 - 4499 grams","09",70,4205.51
,"Mississippi","28","2019","2019","41 weeks","08","4500 - 4999 grams","10",12,4622.83
,"Mississippi","28","2019","2019","42 weeks or more","09","3000 - 3499 grams","07",11,3314.55
,"Mississippi","28","2019","2019","42 weeks or more","09","3500 - 3999 grams","08",16,3797.06
,"Mississippi","28","2020","2020","Under 20 weeks","01","Unknown or Not Stated","12",10,Not Applicable
,"Mississippi","28","2020","2020","20 - 27 weeks","02","499 grams or less","01",57,403.07
,"Mississippi","28","2020","2020","20 - 27 weeks","02","500 - 999 grams","02",232,724.34
,"Mississippi","28","2020","2020","20 - 27 weeks","02","1000 - 1499 grams","03",31,1112.00
,"Mississippi","28","2020","2020","28 - 31 weeks","03","500 - 999 grams","02",72,849.50
,"Mississippi","28","2020","2020","28 - 31 weeks","03","1000 - 1499 grams","03",241,1271.28
,"Mississippi","28","2020","2020","28 - 31 weeks","03","1500 - 1999 grams","04",158,1694.79
,"Mississippi","28","2020","2020","28 - 31 weeks","03","2000 - 2499 grams","05",18,2220.33
,"Mississippi","28","2020","2020","32 - 35 weeks","04","1000 - 1499 grams","03",92,1343.02
,"Mississippi","28","2020","2020","32 - 35 weeks","04","1500 - 1999 grams","04",514,1802.42
,"Mississippi","28","2020","2020","32 - 35 weeks","04","2000 - 2499 grams","05",900,2253.27
,"Mississippi","28","2020","2020","32 - 35 weeks","04","2500 - 2999 grams","06",471,2702.54
,"Mississippi","28","2020","2020","32 - 35 weeks","04","3000 - 3499 grams","07",145,3181.34
,"Mississippi","28","2020","2020","32 - 35 weeks","04","3500 - 3999 grams","08",29,3673.14
,"Mississippi","28","2020","2020","36 weeks","05","1500 - 1999 grams","04",77,1848.12
,"Mississippi","28","2020","2020","36 weeks","05","2000 - 2499 grams","05",546,2315.27
,"Mississippi","28","2020","2020","36 weeks","05","2500 - 2999 grams","06",856,2743.56
,"Mississippi","28","2020","2020","36 weeks","05","3000 - 3499 grams","07",419,3201.97
,"Mississippi","28","2020","2020","36 weeks","05","3500 - 3999 grams","08",106,3697.41
,"Mississippi","28","2020","2020","36 weeks","05","4000 - 4499 grams","09",16,4228.88
,"Mississippi","28","2020","2020","37 - 39 weeks","06","1500 - 1999 grams","04",43,1866.19
,"Mississippi","28","2020","2020","37 - 39 weeks","06","2000 - 2499 grams","05",1167,2345.99
