"Notes","State","State Code","Year","Year Code","OE Gestational Age 10","OE Gestational Age 10 Code","Infant Birth Weight 12","Infant Birth Weight 12 Code",Births,Average Birth Weight
,"Alaska","02","2022","2022","36 weeks","05","3000 - 3499 grams","07",110,3207.72
,"Alaska","02","2022","2022","36 weeks","05","3500 - 3999 grams","08",21,3642.05
,"Alaska","02","2022","2022","37 - 39 weeks","06","2000 - 2499 grams","05",152,2323.59
,"Alaska","02","2022","2022","37 - 39 weeks","06","2500 - 2999 grams","06",1033,2809.00
,"Alaska","02","2022","2022","37 - 39 weeks","06","3000 - 3499 grams","07",2425,3257.14
,"Alaska","02","2022","2022","37 - 39 weeks","06","3500 - 3999 grams","08",1666,3709.81
,"Alaska","02","2022","2022","37 - 39 weeks","06","4000 - 4499 grams","09",439,4182.52
,"Alaska","02","2022","2022","37 - 39 weeks","06","4500 - 4999 grams","10",62,4668.35
,"Alaska","02","2022","2022","37 - 39 weeks","06","5000 - 8165 grams","11",10,5206.00
,"Alaska","02","2022","2022","40 weeks","07","2500 - 2999 grams","06",118,2850.19
,"Alaska","02","2022","2022","40 weeks","07","3000 - 3499 grams","07",571,3284.56
,"Alaska","02","2022","2022","40 weeks","07","3500 - 3999 grams","08",801,3732.41
,"Alaska","02","2022","2022","40 weeks","07","4000 - 4499 grams","09",308,4187.98
,"Alaska","02","2022","2022","40 weeks","07","4500 - 4999 grams","10",47,4651.09
,"Alaska","02","2022","2022","41 weeks","08","2500 - 2999 grams","06",20,2847.30
,"Alaska","02","2022","2022","41 weeks","08","3000 - 3499 grams","07",191,3308.97
,"Alaska","02","2022","2022","41 weeks","08","3500 - 3999 grams","08",302,3725.21
,"Alaska","02","2022","2022","41 weeks","08","4000 - 4499 grams","09",153,4186.45
,"Alaska","02","2022","2022","41 weeks","08","4500 - 4999 grams","10",35,4692.34
,"Alaska","02","2022","2022","42 weeks or more","09","3000 - 3499 grams","07",12,3323.33
,"Alaska","02","2022","2022","42 weeks or more","09","3500 - 3999 grams","08",22,3733.27
,"Alaska","02","2022","2022","42 weeks or more","09","4000 - 4499 grams","09",13,4217.46
,"Alaska","02","2023","2023","20 - 27 weeks","02","499 grams or less","01",10,384.40
,"Alaska","02","2023","2023","20 - 27 weeks","02","500 - 999 grams","02",21,775.10
,"Alaska","02","2023","2023","28 - 31 weeks","03","1000 - 1499 grams","03",25,1302.12
,"Alaska","02","2023","2023","28 - 31 weeks","03","1500 - 1999 grams","04",31,1693.74
,"Alaska","02","2023","2023","32 - 35 weeks","04","1000 - 1499 grams","03",15,1335.47
,"Alaska","02","2023","2023","32 - 35 weeks","04","1500 - 1999 grams","04",76,1819.70
,"Alaska","02","2023","2023","32 - 35 weeks","04","2000 - 2499 grams","05",163,2242.74
,"Alaska","02","2023","2023","32 - 35 weeks","04","2500 - 2999 grams","06",151,2697.81
,"Alaska","02","2023","2023","32 - 35 weeks","04","3000 - 3499 grams","07",23,3173.52
,"Alaska","02","2023","2023","36 weeks","05","2000 - 2499 grams","05",72,2334.25
,"Alaska","02","2023","2023","36 weeks","05","2500 - 2999 grams","06",171,2761.08
,"Alaska","02","2023","2023","36 weeks","05","3000 - 3499 grams","07",98,3204.44
,"Alaska","02","2023","2023","36 weeks","05","3500 - 3999 grams","08",15,3665.07
,"Alaska","02","2023","2023","37 - 39 weeks","06","2000 - 2499 grams","05",146,2339.47
,"Alaska","02","2023","2023","37 - 39 weeks","06","2500 - 2999 grams","06",970,2806.50
,"Alaska","02","2023","2023","37 - 39 weeks","06","3000 - 3499 grams","07",2276,3259.47
,"Alaska","02","2023","2023","37 - 39 weeks","06","3500 - 3999 grams","08",1654,3709.85
,"Alaska","02","2023","2023","37 - 39 weeks","06","4000 - 4499 grams","09",428,4183.09
,"Alaska","02","2023","2023","37 - 39 weeks","06","4500 - 4999 grams","10",57,4666.12
,"Alaska","02","2023","2023","37 - 39 weeks","06","5000 - 8165 grams","11",10,5354.80
,"Alaska","02","2023","2023","40 weeks","07","2500 - 2999 grams","06",93,2845.59
,"Alaska","02","2023","2023","40 weeks","07","3000 - 3499 grams","07",611,3284.66
,"Alaska","02","2023","2023","40 weeks","07","3500 - 3999 grams","08",748,3731.67
,"Alaska","02","2023","2023","40 weeks","07","4000 - 4499 grams","09",319,4189.57
,"Alaska","02","2023","2023","40 weeks","07","4500 - 4999 grams","10",39,4705.92
,"Alaska","02","2023","2023","41 weeks","08","2500 - 2999 grams","06",19,2891.74
,"Alaska","02","2023","2023","41 weeks","08","3000 - 3499 grams","07",172,3303.03
,"Alaska","02","2023","2023","41 weeks","08","3500 - 3999 grams","08",279,3743.52
,"Alaska","02","2023","2023","41 weeks","08","4000 - 4499 grams","09",155,4225.43
,"Alaska","02","2023","2023","41 weeks","08","4500 - 4999 grams","10",24,4697.08
,"Alaska","02","2023","2023","42 weeks or more","09","3000 - 3499 grams","07",14,3290.43
,"Alaska","02","2023","2023","42 weeks or more","09","3500 - 3999 grams","08",26,3743.62
,"Alaska","02","2023","2023","42 weeks or more","09","4000 - 4499 grams","09",14,4159.71
,"Arizona","04","2014","2014","Under 20 weeks","01","499 grams or less","01",16,281.50
,"Arizona","04","2014","2014","Under 20 weeks","01","Unknown or Not Stated","12",18,Not Applicable
,"Arizona","04","2014","2014","20 - 27 weeks","02","499 grams or less","01",85,389.60
,"Arizona","04","2014","2014","20 - 27 weeks","02","500 - 999 grams","02",298,734.77
,"Arizona","04","2014","2014","20 - 27 weeks","02","1000 - 1499 grams","03",71,1139.93
,"Arizona","04","2014","2014","20 - 27 weeks","02","Unknown or Not Stated","12",12,Not Applicable
,"Arizona","04","2014","2014","28 - 31 weeks","03","500 - 999 grams","02",81,849.16
,"Arizona","04","2014","2014","28 - 31 weeks","03","1000 - 1499 grams","03",324,1271.78
,"Arizona","04","2014","2014","28 - 31 weeks","03","1500 - 1999 grams","04",203,1684.15
,"Arizona","04","2014","2014","28 - 31 weeks","03","2000 - 2499 grams","05",33,2145.00
,"Arizona","04","2014","2014","32 - 35 weeks","04","1000 - 1499 grams","03",109,1329.33
,"Arizona","04","2014","2014","32 - 35 weeks","04","1500 - 1999 grams","04",749,1799.07
,"Arizona","04","2014","2014","32 - 35 weeks","04","2000 - 2499 grams","05",1428,2259.82
,"Arizona","04","2014","2014","32 - 35 weeks","04","2500 - 2999 grams","06",883,2698.19
,"Arizona","04","2014","2014","32 - 35 weeks","04","3000 - 3499 grams","07",204,3181.27
,"Arizona","04","2014","2014","32 - 35 weeks","04","3500 - 3999 grams","08",48,3671.04
,"Arizona","04","2014","2014","32 - 35 weeks","04","4000 - 4499 grams","09",14,4223.21
,"Arizona","04","2014","2014","36 weeks","05","1500 - 1999 grams","04",105,1815.62
,"Arizona","04","2014","2014","36 weeks","05","2000 - 2499 grams","05",705,2315.17
,"Arizona","04","2014","2014","36 weeks","05","2500 - 2999 grams","06",1455,2751.59
,"Arizona","04","2014","2014","36 weeks","05","3000 - 3499 grams","07",722,3186.18
,"Arizona","04","2014","2014","36 weeks","05","3500 - 3999 grams","08",157,3691.04
,"Arizona","04","2014","2014","36 weeks","05","4000 - 4499 grams","09",40,4193.50
,"Arizona","04","2014","2014","36 weeks","05","4500 - 4999 grams","10",11,4724.00
,"Arizona","04","2014","2014","37 - 39 weeks","06","1000 - 1499 grams","03",11,1281.45
,"Arizona","04","2014","2014","37 - 39 weeks","06","1500 - 1999 grams","04",91,1869.08
,"Arizona","04","2014","2014","37 - 39 weeks","06","2000 - 2499 grams","05",1654,2351.44
,"Arizona","04","2014","2014","37 - 39 weeks","06","2500 - 2999 grams","06",11296,2806.53
,"Arizona","04","2014","2014","37 - 39 weeks","06","3000 - 3499 grams","07",24517,3252.15
,"Arizona","04","2014","2014","37 - 39 weeks","06","3500 - 3999 grams","08",14149,3705.10
,"Arizona","04","2014","2014","37 - 39 weeks","06","4000 - 4499 grams","09",3078,4182.45
,"Arizona","04","2014","2014","37 - 39 weeks","06","4500 - 4999 grams","10",500,4665.45
,"Arizona","04","2014","2014","37 - 39 weeks","06","5000 - 8165 grams","11",73,5383.34
,"Arizona","04","2014","2014","37 - 39 weeks","06","Unknown or Not Stated","12",12,Not Applicable
,"Arizona","04","2014","2014","40 weeks","07","2000 - 2499 grams","05",81,2392.58
,"Arizona","04","2014","2014","40 weeks","07","2500 - 2999 grams","06",1505,2842.04
,"Arizona","04","2014","2014","40 weeks","07","3000 - 3499 grams","07",7207,3276.02
,"Arizona","04","2014","2014","40 weeks","07","3500 - 3999 grams","08",6999,3718.22
,"Arizona","04","2014","2014","40 weeks","07","4000 - 4499 grams","09",1867,4178.28
,"Arizona","04","2014","2014","40 weeks","07","4500 - 4999 grams","10",228,4651.62
,"Arizona","04","2014","2014","40 weeks","07","5000 - 8165 grams","11",19,5359.37
,"Arizona","04","2014","2014","41 weeks","08","2500 - 2999 grams","06",269,2842.23
,"Arizona","04","2014","2014","41 weeks","08","3000 - 3499 grams","07",1833,3286.12
,"Arizona","04","2014","2014","41 weeks","08","3500 - 3999 grams","08",2274,3730.22
,"Arizona","04","2014","2014","41 weeks","08","4000 - 4499 grams","09",868,4185.07
,"Arizona","04","2014","2014","41 weeks","08","4500 - 4999 grams","10",118,4657.36
,"Arizona","04","2014","2014","41 weeks","08","5000 - 8165 grams","11",13,5155.46
,"Arizona","04","2014","2014","42 weeks or more","09","2500 - 2999 grams","06",14,2797.93
,"Arizona","04","2014","2014","42 weeks or more","09","3000 - 3499 grams","07",69,3276.80
,"Arizona","04","2014","2014","42 weeks or more","09","3500 - 3999 grams","08",136,3732.84
,"Arizona","04","2014","2014","42 weeks or more","09","4000 - 4499 grams","09",49,4170.47
,"Arizona","04","2014","2014","42 weeks or more","09","4500 - 4999 grams","10",19,4661.26
,"Arizona","04","2014","2014","Unknown or Not Stated","10","2500 - 2999 grams","06",20,2772.55
,"Arizona","04","2014","2014","Unknown or Not Stated","10","3000 - 3499 grams","07",32,3263.16
,"Arizona","04","2014","2014","Unknown or Not Stated","10","3500 - 3999 grams","08",16,3703.62
,"Arizona","04","2015","2015","Under 20 weeks","01","499 grams or less","01",17,278.35
,"Arizona","04","2015","2015","Under 20 weeks","01","Unknown or Not Stated","12",17,Not Applicable
,"Arizona","04","2015","2015","20 - 27 weeks","02","499 grams or less","01",73,397.01
,"Arizona","04","2015","2015","20 - 27 weeks","02","500 - 999 grams","02",270,740.85
,"Arizona","04","2015","2015","20 - 27 weeks","02","1000 - 1499 grams","03",59,1135.25
,"Arizona","04","2015","2015","20 - 27 weeks","02","Unknown or Not Stated","12",10,Not Applicable
,"Arizona","04","2015","2015","28 - 31 weeks","03","500 - 999 grams","02",62,840.76
,"Arizona","04","2015","2015","28 - 31 weeks","03","1000 - 1499 grams","03",326,1279.54
,"Arizona","04","2015","2015","28 - 31 weeks","03","1500 - 1999 grams","04",214,1689.57
,"Arizona","04","2015","2015","28 - 31 weeks","03","2000 - 2499 grams","05",37,2170.38
,"Arizona","04","2015","2015","28 - 31 weeks","03","2500 - 2999 grams","06",13,2759.23
,"Arizona","04","2015","2015","32 - 35 weeks","04","1000 - 1499 grams","03",121,1328.23
,"Arizona","04","2015","2015","32 - 35 weeks","04","1500 - 1999 grams","04",726,1803.72
,"Arizona","04","2015","2015","32 - 35 weeks","04","2000 - 2499 grams","05",1403,2255.71
,"Arizona","04","2015","2015","32 - 35 weeks","04","2500 - 2999 grams","06",857,2699.33
,"Arizona","04","2015","2015","32 - 35 weeks","04","3000 - 3499 grams","07",196,3186.07
,"Arizona","04","2015","2015","32 - 35 weeks","04","3500 - 3999 grams","08",54,3703.43
,"Arizona","04","2015","2015","32 - 35 weeks","04","4000 - 4499 grams","09",10,4314.50
,"Arizona","04","2015","2015","36 weeks","05","1500 - 1999 grams","04",120,1850.09
,"Arizona","04","2015","2015","36 weeks","05","2000 - 2499 grams","05",773,2316.52
,"Arizona","04","2015","2015","36 weeks","05","2500 - 2999 grams","06",1433,2742.64
,"Arizona","04","2015","2015","36 weeks","05","3000 - 3499 grams","07",679,3187.89
,"Arizona","04","2015","2015","36 weeks","05","3500 - 3999 grams","08",150,3677.45
,"Arizona","04","2015","2015","36 weeks","05","4000 - 4499 grams","09",37,4191.65
,"Arizona","04","2015","2015","36 weeks","05","4500 - 4999 grams","10",11,4696.00
,"Arizona","04","2015","2015","37 - 39 weeks","06","1000 - 1499 grams","03",15,1308.00
,"Arizona","04","2015","2015","37 - 39 weeks","06","1500 - 1999 grams","04",76,1882.39
,"Arizona","04","2015","2015","37 - 39 weeks","06","2000 - 2499 grams","05",1704,2341.27
,"Arizona","04","2015","2015","37 - 39 weeks","06","2500 - 2999 grams","06",10978,2810.41
,"Arizona","04","2015","2015","37 - 39 weeks","06","3000 - 3499 grams","07",24187,3251.34
,"Arizona","04","2015","2015","37 - 39 weeks","06","3500 - 3999 grams","08",14181,3705.38
,"Arizona","04","2015","2015","37 - 39 weeks","06","4000 - 4499 grams","09",3003,4179.25
,"Arizona","04","2015","2015","37 - 39 weeks","06","4500 - 4999 grams","10",453,4654.77
,"Arizona","04","2015","2015","37 - 39 weeks","06","5000 - 8165 grams","11",66,5298.18
,"Arizona","04","2015","2015","37 - 39 weeks","06","Unknown or Not Stated","12",10,Not Applicable
,"Arizona","04","2015","2015","40 weeks","07","2000 - 2499 grams","05",80,2352.75
,"Arizona","04","2015","2015","40 weeks","07","2500 - 2999 grams","06",1501,2844.75
,"Arizona","04","2015","2015","40 weeks","07","3000 - 3499 grams","07",7143,3275.12
,"Arizona","04","2015","2015","40 weeks","07","3500 - 3999 grams","08",6610,3721.24
,"Arizona","04","2015","2015","40 weeks","07","4000 - 4499 grams","09",1802,4177.50
,"Arizona","04","2015","2015","40 weeks","07","4500 - 4999 grams","10",214,4641.80
,"Arizona","04","2015","2015","40 weeks","07","5000 - 8165 grams","11",21,5206.90
,"Arizona","04","2015","2015","41 weeks","08","2000 - 2499 grams","05",11,2292.45
,"Arizona","04","2015","2015","41 weeks","08","2500 - 2999 grams","06",262,2860.70
,"Arizona","04","2015","2015","41 weeks","08","3000 - 3499 grams","07",1747,3291.48
,"Arizona","04","2015","2015","41 weeks","08","3500 - 3999 grams","08",2219,3737.19
,"Arizona","04","2015","2015","41 weeks","08","4000 - 4499 grams","09",812,4183.73
,"Arizona","04","2015","2015","41 weeks","08","4500 - 4999 grams","10",131,4646.92
,"Arizona","04","2015","2015","41 weeks","08","5000 - 8165 grams","11",15,5434.47
,"Arizona","04","2015","2015","42 weeks or more","09","2500 - 2999 grams","06",23,2849.87
,"Arizona","04","2015","2015","42 weeks or more","09","3000 - 3499 grams","07",63,3311.24
,"Arizona","04","2015","2015","42 weeks or more","09","3500 - 3999 grams","08",129,3747.67
,"Arizona","04","2015","2015","42 weeks or more","09","4000 - 4499 grams","09",55,4200.69
,"Arizona","04","2015","2015","Unknown or Not Stated","10","2500 - 2999 grams","06",18,2820.50
,"Arizona","04","2015","2015","Unknown or Not Stated","10","3000 - 3499 grams","07",28,3218.68
,"Arizona","04","2015","2015","Unknown or Not Stated","10","3500 - 3999 grams","08",18,3721.94
,"Arizona","04","2016","2016","Under 20 weeks","01","499 grams or less","01",11,303.73
,"Arizona","04","2016","2016","Under 20 weeks","01","Unknown or Not Stated","12",17,Not Applicable
,"Arizona","04","2016","2016","20 - 27 weeks","02","499 grams or less","01",88,396.69
,"Arizona","04","2016","2016","20 - 27 weeks","02","500 - 999 grams","02",294,739.39
,"Arizona","04","2016","2016","20 - 27 weeks","02","1000 - 1499 grams","03",60,1153.20
,"Arizona","04","2016","2016","28 - 31 weeks","03","500 - 999 grams","02",69,861.43
,"Arizona","04","2016","2016","28 - 31 weeks","03","1000 - 1499 grams","03",314,1263.40
,"Arizona","04","2016","2016","28 - 31 weeks","03","1500 - 1999 grams","04",207,1688.31
,"Arizona","04","2016","2016","28 - 31 weeks","03","2000 - 2499 grams","05",30,2131.33
,"Arizona","04","2016","2016","32 - 35 weeks","04","1000 - 1499 grams","03",128,1344.52
,"Arizona","04","2016","2016","32 - 35 weeks","04","1500 - 1999 grams","04",744,1794.02
,"Arizona","04","2016","2016","32 - 35 weeks","04","2000 - 2499 grams","05",1413,2255.82
,"Arizona","04","2016","2016","32 - 35 weeks","04","2500 - 2999 grams","06",766,2708.24
,"Arizona","04","2016","2016","32 - 35 weeks","04","3000 - 3499 grams","07",205,3192.60
,"Arizona","04","2016","2016","32 - 35 weeks","04","3500 - 3999 grams","08",60,3684.25
,"Arizona","04","2016","2016","32 - 35 weeks","04","4000 - 4499 grams","09",10,4159.60
,"Arizona","04","2016","2016","36 weeks","05","1500 - 1999 grams","04",116,1848.09
,"Arizona","04","2016","2016","36 weeks","05","2000 - 2499 grams","05",754,2313.42
,"Arizona","04","2016","2016","36 weeks","05","2500 - 2999 grams","06",1391,2743.38
,"Arizona","04","2016","2016","36 weeks","05","3000 - 3499 grams","07",719,3191.85
,"Arizona","04","2016","2016","36 weeks","05","3500 - 3999 grams","08",169,3699.75
,"Arizona","04","2016","2016","36 weeks","05","4000 - 4499 grams","09",34,4202.79
,"Arizona","04","2016","2016","37 - 39 weeks","06","1500 - 1999 grams","04",97,1861.77
,"Arizona","04","2016","2016","37 - 39 weeks","06","2000 - 2499 grams","05",1704,2347.94
,"Arizona","04","2016","2016","37 - 39 weeks","06","2500 - 2999 grams","06",11164,2807.49
,"Arizona","04","2016","2016","37 - 39 weeks","06","3000 - 3499 grams","07",24050,3252.45
,"Arizona","04","2016","2016","37 - 39 weeks","06","3500 - 3999 grams","08",13745,3705.06
,"Arizona","04","2016","2016","37 - 39 weeks","06","4000 - 4499 grams","09",2994,4176.02
,"Arizona","04","2016","2016","37 - 39 weeks","06","4500 - 4999 grams","10",448,4669.95
,"Arizona","04","2016","2016","37 - 39 weeks","06","5000 - 8165 grams","11",73,5292.16
,"Arizona","04","2016","2016","40 weeks","07","2000 - 2499 grams","05",87,2353.22
,"Arizona","04","2016","2016","40 weeks","07","2500 - 2999 grams","06",1449,2840.66
,"Arizona","04","2016","2016","40 weeks","07","3000 - 3499 grams","07",7098,3277.23
,"Arizona","04","2016","2016","40 weeks","07","3500 - 3999 grams","08",6471,3718.19
,"Arizona","04","2016","2016","40 weeks","07","4000 - 4499 grams","09",1763,4179.26
,"Arizona","04","2016","2016","40 weeks","07","4500 - 4999 grams","10",223,4638.30
,"Arizona","04","2016","2016","40 weeks","07","5000 - 8165 grams","11",20,5181.35
,"Arizona","04","2016","2016","41 weeks","08","2000 - 2499 grams","05",11,2375.82
,"Arizona","04","2016","2016","41 weeks","08","2500 - 2999 grams","06",283,2860.01
,"Arizona","04","2016","2016","41 weeks","08","3000 - 3499 grams","07",1767,3295.90
,"Arizona","04","2016","2016","41 weeks","08","3500 - 3999 grams","08",2131,3728.45
,"Arizona","04","2016","2016","41 weeks","08","4000 - 4499 grams","09",815,4183.50
,"Arizona","04","2016","2016","41 weeks","08","4500 - 4999 grams","10",110,4663.25
,"Arizona","04","2016","2016","41 weeks","08","5000 - 8165 grams","11",12,5244.67
,"Arizona","04","2016","2016","42 weeks or more","09","2500 - 2999 grams","06",12,2809.33
,"Arizona","04","2016","2016","42 weeks or more","09","3000 - 3499 grams","07",68,3282.57
,"Arizona","04","2016","2016","42 weeks or more","09","3500 - 3999 grams","08",85,3719.49
,"Arizona","04","2016","2016","42 weeks or more","09","4000 - 4499 grams","09",46,4204.63
,"Arizona","04","2016","2016","42 weeks or more","09","4500 - 4999 grams","10",14,4684.50
,"Arizona","04","2016","2016","Unknown or Not Stated","10","2000 - 2499 grams","05",11,2369.36
,"Arizona","04","2016","2016","Unknown or Not Stated","10","2500 - 2999 grams","06",20,2811.35
,"Arizona","04","2016","2016","Unknown or Not Stated","10","3000 - 3499 grams","07",28,3203.54
,"Arizona","04","2016","2016","Unknown or Not Stated","10","3500 - 3999 grams","08",15,3736.07
,"Arizona","04","2016","2016","Unknown or Not Stated","10","Unknown or Not Stated","12",11,Not Applicable
,"Arizona","04","2017","2017","Under 20 weeks","01","499 grams or less","01",13,278.69
,"Arizona","04","2017","2017","Under 20 weeks","01","Unknown or Not Stated","12",12,Not Applicable
,"Arizona","04","2017","2017","20 - 27 weeks","02","499 grams or less","01",85,394.24
,"Arizona","04","2017","2017","20 - 27 weeks","02","500 - 999 grams","02",281,749.17
,"Arizona","04","2017","2017","20 - 27 weeks","02","1000 - 1499 grams","03",53,1136.85
,"Arizona","04","2017","2017","28 - 31 weeks","03","500 - 999 grams","02",59,871.81
,"Arizona","04","2017","2017","28 - 31 weeks","03","1000 - 1499 grams","03",292,1274.14
,"Arizona","04","2017","2017","28 - 31 weeks","03","1500 - 1999 grams","04",213,1689.01
,"Arizona","04","2017","2017","28 - 31 weeks","03","2000 - 2499 grams","05",28,2203.25
,"Arizona","04","2017","2017","28 - 31 weeks","03","2500 - 2999 grams","06",10,2735.80
,"Arizona","04","2017","2017","28 - 31 weeks","03","3000 - 3499 grams","07",14,3217.71
,"Arizona","04","2017","2017","32 - 35 weeks","04","500 - 999 grams","02",10,906.60
,"Arizona","04","2017","2017","32 - 35 weeks","04","1000 - 1499 grams","03",132,1314.81
,"Arizona","04","2017","2017","32 - 35 weeks","04","1500 - 1999 grams","04",685,1796.15
,"Arizona","04","2017","2017","32 - 35 weeks","04","2000 - 2499 grams","05",1409,2253.65
,"Arizona","04","2017","2017","32 - 35 weeks","04","2500 - 2999 grams","06",824,2707.37
,"Arizona","04","2017","2017","32 - 35 weeks","04","3000 - 3499 grams","07",230,3171.54
,"Arizona","04","2017","2017","32 - 35 weeks","04","3500 - 3999 grams","08",45,3659.00
,"Arizona","04","2017","2017","36 weeks","05","1500 - 1999 grams","04",102,1842.65
,"Arizona","04","2017","2017","36 weeks","05","2000 - 2499 grams","05",764,2308.23
,"Arizona","04","2017","2017","36 weeks","05","2500 - 2999 grams","06",1375,2737.47
,"Arizona","04","2017","2017","36 weeks","05","3000 - 3499 grams","07",683,3194.48
,"Arizona","04","2017","2017","36 weeks","05","3500 - 3999 grams","08",168,3699.21
,"Arizona","04","2017","2017","36 weeks","05","4000 - 4499 grams","09",31,4200.10
,"Arizona","04","2017","2017","36 weeks","05","4500 - 4999 grams","10",13,4666.23
,"Arizona","04","2017","2017","37 - 39 weeks","06","1000 - 1499 grams","03",13,1297.62
,"Arizona","04","2017","2017","37 - 39 weeks","06","1500 - 1999 grams","04",94,1859.45
,"Arizona","04","2017","2017","37 - 39 weeks","06","2000 - 2499 grams","05",1745,2345.78
,"Arizona","04","2017","2017","37 - 39 weeks","06","2500 - 2999 grams","06",10913,2807.87
,"Arizona","04","2017","2017","37 - 39 weeks","06","3000 - 3499 grams","07",23048,3250.84
,"Arizona","04","2017","2017","37 - 39 weeks","06","3500 - 3999 grams","08",13442,3705.66
,"Arizona","04","2017","2017","37 - 39 weeks","06","4000 - 4499 grams","09",2916,4179.89
,"Arizona","04","2017","2017","37 - 39 weeks","06","4500 - 4999 grams","10",453,4669.88
,"Arizona","04","2017","2017","37 - 39 weeks","06","5000 - 8165 grams","11",61,5358.03
,"Arizona","04","2017","2017","40 weeks","07","2000 - 2499 grams","05",75,2353.08
,"Arizona","04","2017","2017","40 weeks","07","2500 - 2999 grams","06",1439,2842.76
,"Arizona","04","2017","2017","40 weeks","07","3000 - 3499 grams","07",6614,3275.17
,"Arizona","04","2017","2017","40 weeks","07","3500 - 3999 grams","08",6266,3718.83
,"Arizona","04","2017","2017","40 weeks","07","4000 - 4499 grams","09",1724,4178.56
,"Arizona","04","2017","2017","40 weeks","07","4500 - 4999 grams","10",185,4649.91
,"Arizona","04","2017","2017","40 weeks","07","5000 - 8165 grams","11",21,5243.90
,"Arizona","04","2017","2017","41 weeks","08","2000 - 2499 grams","05",16,2329.19
,"Arizona","04","2017","2017","41 weeks","08","2500 - 2999 grams","06",278,2840.00
,"Arizona","04","2017","2017","41 weeks","08","3000 - 3499 grams","07",1654,3291.51
,"Arizona","04","2017","2017","41 weeks","08","3500 - 3999 grams","08",2122,3725.97
,"Arizona","04","2017","2017","41 weeks","08","4000 - 4499 grams","09",726,4180.53
,"Arizona","04","2017","2017","41 weeks","08","4500 - 4999 grams","10",113,4677.41
,"Arizona","04","2017","2017","41 weeks","08","5000 - 8165 grams","11",16,5249.31
,"Arizona","04","2017","2017","42 weeks or more","09","2500 - 2999 grams","06",10,2735.20
,"Arizona","04","2017","2017","42 weeks or more","09","3000 - 3499 grams","07",60,3302.50
,"Arizona","04","2017","2017","42 weeks or more","09","3500 - 3999 grams","08",92,3746.22
,"Arizona","04","2017","2017","42 weeks or more","09","4000 - 4499 grams","09",41,4229.02
,"Arizona","04","2017","2017","Unknown or Not Stated","10","2000 - 2499 grams","05",15,2268.20
,"Arizona","04","2017","2017","Unknown or Not Stated","10","2500 - 2999 grams","06",31,2794.97
,"Arizona","04","2017","2017","Unknown or Not Stated","10","3000 - 3499 grams","07",35,3198.26
,"Arizona","04","2017","2017","Unknown or Not Stated","10","3500 - 3999 grams","08",19,3708.95
,"Arizona","04","2017","2017","Unknown or Not Stated","10","Unknown or Not Stated","12",18,Not Applicable
,"Arizona","04","2018","2018","Under 20 weeks","01","499 grams or less","01",14,276.00
,"Arizona","04","2018","2018","20 - 27 weeks","02","499 grams or less","01",95,394.67
,"Arizona","04","2018","2018","20 - 27 weeks","02","500 - 999 grams","02",289,740.81
,"Arizona","04","2018","2018","20 - 27 weeks","02","1000 - 1499 grams","03",53,1136.96
,"Arizona","04","2018","2018","28 - 31 weeks","03","500 - 999 grams","02",60,858.22
,"Arizona","04","2018","2018","28 - 31 weeks","03","1000 - 1499 grams","03",319,1272.46
,"Arizona","04","2018","2018","28 - 31 weeks","03","1500 - 1999 grams","04",235,1690.53
,"Arizona","04","2018","2018","28 - 31 weeks","03","2000 - 2499 grams","05",28,2141.25
,"Arizona","04","2018","2018","32 - 35 weeks","04","1000 - 1499 grams","03",123,1328.63
,"Arizona","04","2018","2018","32 - 35 weeks","04","1500 - 1999 grams","04",796,1800.32
,"Arizona","04","2018","2018","32 - 35 weeks","04","2000 - 2499 grams","05",1376,2254.59
,"Arizona","04","2018","2018","32 - 35 weeks","04","2500 - 2999 grams","06",840,2709.76
,"Arizona","04","2018","2018","32 - 35 weeks","04","3000 - 3499 grams","07",204,3175.08
,"Arizona","04","2018","2018","32 - 35 weeks","04","3500 - 3999 grams","08",43,3714.02
,"Arizona","04","2018","2018","36 weeks","05","1500 - 1999 grams","04",115,1858.80
,"Arizona","04","2018","2018","36 weeks","05","2000 - 2499 grams","05",718,2312.86
,"Arizona","04","2018","2018","36 weeks","05","2500 - 2999 grams","06",1440,2751.54
,"Arizona","04","2018","2018","36 weeks","05","3000 - 3499 grams","07",671,3184.79
,"Arizona","04","2018","2018","36 weeks","05","3500 - 3999 grams","08",163,3661.56
,"Arizona","04","2018","2018","36 weeks","05","4000 - 4499 grams","09",30,4219.20
,"Arizona","04","2018","2018","37 - 39 weeks","06","1000 - 1499 grams","03",14,1300.29
,"Arizona","04","2018","2018","37 - 39 weeks","06","1500 - 1999 grams","04",114,1842.55
,"Arizona","04","2018","2018","37 - 39 weeks","06","2000 - 2499 grams","05",1684,2342.77
,"Arizona","04","2018","2018","37 - 39 weeks","06","2500 - 2999 grams","06",10822,2806.21
,"Arizona","04","2018","2018","37 - 39 weeks","06","3000 - 3499 grams","07",23199,3250.31
,"Arizona","04","2018","2018","37 - 39 weeks","06","3500 - 3999 grams","08",13592,3705.43
,"Arizona","04","2018","2018","37 - 39 weeks","06","4000 - 4499 grams","09",3000,4176.73
,"Arizona","04","2018","2018","37 - 39 weeks","06","4500 - 4999 grams","10",438,4670.36
,"Arizona","04","2018","2018","37 - 39 weeks","06","5000 - 8165 grams","11",55,5297.24
